,Data
1850,frameworks
1851,GraphQL
1852,Java/JEE
1854,Javascript
1855,relevant transferable technologies
1857,Java Spring
1858,Vert.x
1859,service application frameworks
1860,kafka
1861,docker
1862,maven
1863,gradle
1865,caches
1866,redis
1867,dynamodb
1869,UX
1870,SEO teams
1871,branded IP titles/games
1872,Solana
1873,Ethereum
1874,Blockchain tech
1875,modern systems architectures
1877,its web server frameworks
1878,e.g. Flask
1879,Django
1880,Golang
1881,a demonstrable understanding
1882,core HTTP REST implementations
1883,SQL and NoSQL databases
1884,data modeling
1886,code versioning tools
1887,e.g. Git
1888,Strong written and verbal communication skills
1889,Apache NiFi.. Golang service best practices
1891,Deployment automation
1892,scalable infrastructure
1894,Redux
1895,Webpack
1896,ES6
1897,TypeScript
1899,deployment
1900,test environments
1901,automation infrastructure
1902, 2+ years software QA experience
1904,SQL
1905,Linux
1906,Unix-based operating systems
1909,QA methodologies
1910,CI/CD processes
1911,API test automation
1912,problem solver
1914,reliable and scalable online services
1915,robust service orchestration
1916,"high-volume, consumer-facing applications"
1917,VMs
1918,Linux containers
1919,Docker
1920,Kubernetes
1922,heuristic based optimization problems
1923,experiment/data driven system enhancement
1924,adaptability
1925,the team’s microservices
1926,scalability
1927,Perfecto products
1929,technical architecture discussions
1930,Java development experience
1932,Java backend infrastructure
1933,NodeJS
1934,large-scale production databases
1935,cloud services API
1936,backend deployment
1937,AWS platform
1938,B.Sc
1941,scalability
1942,our backend services
1943,other backend teams
1944,evolving software development
1948,Experience designing
1949,solid technical writing abilities
1950,Kubernetes
1951,Kafka
1952,gRPC
1953,RocksDB
1954,functional programming
1956,excellent and fluent UI interfaces
1958,functional requirement documents
1960,new development initiatives
1961,Frontend software development
1962,JS ecosystem
1963,(NPM/Yarn
1964,ES6
1965,cross-browser compatibility issues
1966,iterative development
1967,architectural and design discussions
1968,a fast paced environment
1969,SEO principles
1970,web accessibility development
1971,UX/user-empathy
1972,the operational efficiency
1974,design documentation
1976,(ITIL - Problem Management
1977,the client’s infrastructure
1978,resiliency
1980,repetitive administrative and operational tasks
1981,team documentation
1982,schedules
1984,audit activities
1987,microservices architecture
1988,container technologies
1989,Kubernetes
1990,", Docker"
1991,at least one major cloud provider
1992,AWS
1993,Azure
1994,code deployment
1995,Terraform
1996,software development lifecycles
1997,Comprehensive systems hardware
1998,network troubleshooting experience
1999,Common Linux distribution platform installation
2000,configuration
2001,performance tuning
2002,TCP/IP networking
2003,NIC bonding and network services configuration
2004,(DNS
2005,NTP
2006,DHCP
2007,SMTP
2008,at least one hypervisor
2009,VMware
2011,KVM
2012,IaaS
2013,PaaS
2014,SaaS
2017,virtualization
2018,web servers
2019,network load balancers
2021,automation
2022,bash
2025,deployment
2026,at least one major configuration management framework
2027,i.e. Puppet
2028,Ansible
2029,troubleshooting
2030,Experience managing networking devices
2032,firewalls
2033,vendors
2034,DevOps tools
2035,NMS
2036,accurate work scheduling
2037,estimations
2038,the operational efficiency
2040,design documentation
2042,(ITIL - Problem Management
2043,the client’s infrastructure
2044,resiliency
2046,repetitive administrative and operational tasks
2047,team documentation
2048,schedules
2050,audit activities
2053,microservices architecture
2054,container technologies
2055,Kubernetes
2056,", Docker"
2057,at least one major cloud provider
2058,AWS
2059,Azure
2060,code deployment
2061,Terraform
2062,software development lifecycles
2063,Comprehensive systems hardware
2064,network troubleshooting experience
2065,Common Linux distribution platform installation
2066,configuration
2067,performance tuning
2068,TCP/IP networking
2069,NIC bonding and network services configuration
2070,(DNS
2071,NTP
2072,DHCP
2073,SMTP
2074,at least one hypervisor
2075,VMware
2077,KVM
2078,IaaS
2079,PaaS
2080,SaaS
2083,virtualization
2084,web servers
2085,network load balancers
2087,automation
2088,bash
2091,deployment
2092,at least one major configuration management framework
2093,i.e. Puppet
2094,Ansible
2095,troubleshooting
2096,Experience managing networking devices
2098,firewalls
2099,vendors
2100,DevOps tools
2101,NMS
2102,accurate work scheduling
2103,estimations
2104,the operational efficiency
2106,design documentation
2108,(ITIL - Problem Management
2109,the client’s infrastructure
2110,resiliency
2112,repetitive administrative and operational tasks
2113,team documentation
2114,schedules
2116,audit activities
2119,microservices architecture
2120,container technologies
2121,Kubernetes
2122,", Docker"
2123,at least one major cloud provider
2124,AWS
2125,Azure
2126,code deployment
2127,Terraform
2128,software development lifecycles
2129,Comprehensive systems hardware
2130,network troubleshooting experience
2131,Common Linux distribution platform installation
2132,configuration
2133,performance tuning
2134,TCP/IP networking
2135,NIC bonding and network services configuration
2136,(DNS
2137,NTP
2138,DHCP
2139,SMTP
2140,at least one hypervisor
2141,VMware
2143,KVM
2144,IaaS
2145,PaaS
2146,SaaS
2149,virtualization
2150,web servers
2151,network load balancers
2153,automation
2154,bash
2157,deployment
2158,at least one major configuration management framework
2159,i.e. Puppet
2160,Ansible
2161,troubleshooting
2162,Experience managing networking devices
2164,firewalls
2165,vendors
2166,DevOps tools
2167,NMS
2168,accurate work scheduling
2169,estimations
2170,the operational efficiency
2172,design documentation
2174,(ITIL - Problem Management
2175,the client’s infrastructure
2176,resiliency
2178,repetitive administrative and operational tasks
2179,team documentation
2180,schedules
2182,audit activities
2185,microservices architecture
2186,container technologies
2187,Kubernetes
2188,", Docker"
2189,at least one major cloud provider
2190,AWS
2191,Azure
2192,code deployment
2193,Terraform
2194,software development lifecycles
2195,Comprehensive systems hardware
2196,network troubleshooting experience
2197,Common Linux distribution platform installation
2198,configuration
2199,performance tuning
2200,TCP/IP networking
2201,NIC bonding and network services configuration
2202,(DNS
2203,NTP
2204,DHCP
2205,SMTP
2206,at least one hypervisor
2207,VMware
2209,KVM
2210,IaaS
2211,PaaS
2212,SaaS
2215,virtualization
2216,web servers
2217,network load balancers
2219,automation
2220,bash
2223,deployment
2224,at least one major configuration management framework
2225,i.e. Puppet
2226,Ansible
2227,troubleshooting
2228,Experience managing networking devices
2230,firewalls
2231,vendors
2232,DevOps tools
2233,NMS
2234,accurate work scheduling
2235,estimations
2236,the operational efficiency
2238,design documentation
2240,(ITIL - Problem Management
2241,the client’s infrastructure
2242,resiliency
2244,repetitive administrative and operational tasks
2245,team documentation
2246,schedules
2248,audit activities
2251,microservices architecture
2252,container technologies
2253,Kubernetes
2254,", Docker"
2255,at least one major cloud provider
2256,AWS
2257,Azure
2258,code deployment
2259,Terraform
2260,software development lifecycles
2261,Comprehensive systems hardware
2262,network troubleshooting experience
2263,Common Linux distribution platform installation
2264,configuration
2265,performance tuning
2266,TCP/IP networking
2267,NIC bonding and network services configuration
2268,(DNS
2269,NTP
2270,DHCP
2271,SMTP
2272,at least one hypervisor
2273,VMware
2275,KVM
2276,IaaS
2277,PaaS
2278,SaaS
2281,virtualization
2282,web servers
2283,network load balancers
2285,automation
2286,bash
2289,deployment
2290,at least one major configuration management framework
2291,i.e. Puppet
2292,Ansible
2293,troubleshooting
2294,Experience managing networking devices
2296,firewalls
2297,vendors
2298,DevOps tools
2299,NMS
2300,accurate work scheduling
2301,estimations
2302,the operational efficiency
2304,design documentation
2306,(ITIL - Problem Management
2307,the client’s infrastructure
2308,resiliency
2310,repetitive administrative and operational tasks
2311,team documentation
2312,schedules
2314,audit activities
2317,microservices architecture
2318,container technologies
2319,Kubernetes
2320,", Docker"
2321,at least one major cloud provider
2322,AWS
2323,Azure
2324,code deployment
2325,Terraform
2326,software development lifecycles
2327,Comprehensive systems hardware
2328,network troubleshooting experience
2329,Common Linux distribution platform installation
2330,configuration
2331,performance tuning
2332,TCP/IP networking
2333,NIC bonding and network services configuration
2334,(DNS
2335,NTP
2336,DHCP
2337,SMTP
2338,at least one hypervisor
2339,VMware
2341,KVM
2342,IaaS
2343,PaaS
2344,SaaS
2347,virtualization
2348,web servers
2349,network load balancers
2351,automation
2352,bash
2355,deployment
2356,at least one major configuration management framework
2357,i.e. Puppet
2358,Ansible
2359,troubleshooting
2360,Experience managing networking devices
2362,firewalls
2363,vendors
2364,DevOps tools
2365,NMS
2366,accurate work scheduling
2367,estimations
2368,the operational efficiency
2370,design documentation
2372,(ITIL - Problem Management
2373,the client’s infrastructure
2374,resiliency
2376,repetitive administrative and operational tasks
2377,team documentation
2378,schedules
2380,audit activities
2383,microservices architecture
2384,container technologies
2385,Kubernetes
2386,", Docker"
2387,at least one major cloud provider
2388,AWS
2389,Azure
2390,code deployment
2391,Terraform
2392,software development lifecycles
2393,Comprehensive systems hardware
2394,network troubleshooting experience
2395,Common Linux distribution platform installation
2396,configuration
2397,performance tuning
2398,TCP/IP networking
2399,NIC bonding and network services configuration
2400,(DNS
2401,NTP
2402,DHCP
2403,SMTP
2404,at least one hypervisor
2405,VMware
2407,KVM
2408,IaaS
2409,PaaS
2410,SaaS
2413,virtualization
2414,web servers
2415,network load balancers
2417,automation
2418,bash
2421,deployment
2422,at least one major configuration management framework
2423,i.e. Puppet
2424,Ansible
2425,troubleshooting
2426,Experience managing networking devices
2428,firewalls
2429,vendors
2430,DevOps tools
2431,NMS
2432,accurate work scheduling
2433,estimations
2434,the operational efficiency
2436,design documentation
2438,(ITIL - Problem Management
2439,the client’s infrastructure
2440,resiliency
2442,repetitive administrative and operational tasks
2443,team documentation
2444,schedules
2446,audit activities
2449,microservices architecture
2450,container technologies
2451,Kubernetes
2452,", Docker"
2453,at least one major cloud provider
2454,AWS
2455,Azure
2456,code deployment
2457,Terraform
2458,software development lifecycles
2459,Comprehensive systems hardware
2460,network troubleshooting experience
