,Data,Result,Reason
725,frameworks,1,in sample of hard skills
726,cloud-based ecosystems,1,in sample of hard skills
727,other software development capabilities,1,in sample of hard skills
728,agile techniques,1,in sample of hard skills
729,proven validation techniques,1,in sample of hard skills
730,scripts,0,not detected as hard skill
731,routines,0,not detected as hard skill
732,production environments,1,in sample of hard skills
733,Angular,0,not detected as hard skill
734,Vue,1,unusual word
735,.. APIs,1,more than one capital letter
736,emerging frameworks,1,in sample of hard skills
737,architectural patterns,0,not detected as hard skill
738,Node,0,not detected as hard skill
739,Typescript,1,unusual word
740,industry leading cloud providers,1,in sample of hard skills
741,AWS,1,in sample of hard skills
742,Azure,1,in sample of hard skills
743,GCP,1,in sample of hard skills
744,Operational efficiencies,1,in sample of hard skills
745,modern ecosystems,0,not detected as hard skill
746,automated build and deployment pipelines,1,in sample of hard skills
747,Collaborative build practices,0,not detected as hard skill
748,a collaborative product engineering team,1,in sample of hard skills
749,a velocity multiplier,0,not detected as hard skill
750,the refinement,0,not detected as hard skill
751,the entire software stack,1,in sample of hard skills
752,API,1,in sample of hard skills
753,UI components,1,in sample of hard skills
754,the norms,0,not detected as hard skill
755,other software development capabilities,1,in sample of hard skills
756,agile techniques,1,in sample of hard skills
757,oversight,0,not detected as hard skill
758,the project roadmap,1,in sample of hard skills
759,emerging technologies,1,in sample of hard skills
760,frameworks,1,in sample of hard skills
761,cloud-based ecosystems,1,in sample of hard skills
762,proven validation techniques,1,in sample of hard skills
763,scripts,0,not detected as hard skill
764,routines,0,not detected as hard skill
765,production environments,1,in sample of hard skills
766,Automated analysis,1,in sample of hard skills
767,UI,1,in sample of hard skills
768,Data annotation,1,in sample of hard skills
769,robust code,1,in sample of hard skills
770,a biotechnology,0,not detected as hard skill
771,Python,0,not detected as hard skill
772,cloud computing,1,in sample of hard skills
773,automated analysis,1,in sample of hard skills
774,annotation,1,unusual word
775,advanced display and data manipulation,1,in sample of hard skills
776,strong Python coding skills,0,not detected as hard skill
777,a great back catalogue,1,in sample of hard skills
778,homebrew projects,1,unusual word
779,documentation,1,in sample of hard skills
780,your sleeves,0,not detected as hard skill
781,Degree qualification,0,not detected as hard skill
782,Python,0,not detected as hard skill
783,Ideally some exposure,0,not detected as hard skill
784,genomic file formats,1,in sample of hard skills
785,product enhancements,1,in sample of hard skills
786,Workplace Search,1,in sample of hard skills
787,Elasticsearch,1,unusual word
788,Kibana,1,unusual word
789,mentor,0,not detected as hard skill
790,international teammates,1,in sample of hard skills
791,"a mostly text-based, asynchronous, remote-first team environment",1,in sample of hard skills
792,yearly conferences,0,not detected as hard skill
793,constructive feedback,0,not detected as hard skill
794,the team’s overall technical strategy,1,in sample of hard skills
795,a product roadmap,1,in sample of hard skills
796,technical deliverables,1,in sample of hard skills
797,an important and communicative part,1,unusual word
798,an engaged and spirited team,0,not detected as hard skill
799,all support and escalations tickets,1,in sample of hard skills
800,workarounds,1,unusual word
801,promptly follow-up,0,not detected as hard skill
802,DevOPS,1,more than one capital letter
803,Self-starter,1,in sample of hard skills
804,"a high-pressure, fast-paced, fast growth environment",1,in sample of hard skills
805,knowledge base entries,1,in sample of hard skills
806,the Support Portal,1,in sample of hard skills
807,SLA,1,more than one capital letter
808,a timely manner,0,not detected as hard skill
809,Strong TCP/IP knowledge,1,more than one capital letter
810,Proxies,0,not detected as hard skill
811,NG Firewalls,1,more than one capital letter
812,SSL/IPSec,1,more than one capital letter
813,VPN,1,more than one capital letter
814,SSO,1,in sample of hard skills
815,Familiarity,0,not detected as hard skill
816,DLP and Encryption gateways,1,more than one capital letter
817,Demonstrable experience,1,unusual word
818,configuration,1,in sample of hard skills
819,UNIX/Linux,1,more than one capital letter
820,Windows­ based systems,1,in sample of hard skills
821,prior Active Directory/LDAP experience,1,in sample of hard skills
822,various scenarios,0,not detected as hard skill
823,tcpdump,1,unusual word
824,protocols,1,in sample of hard skills
825,(TCP/IP,1,more than one capital letter
826,DNS,1,more than one capital letter
827,DHCP,1,more than one capital letter
828,Familiarity,0,not detected as hard skill
829,Strong empathy,0,not detected as hard skill
830,Interpersonal Skills,0,not detected as hard skill
831,Zendesk,1,unusual word
832,other support portal tools,1,in sample of hard skills
833,Bachelors or Masters degree,0,not detected as hard skill
834,all support and escalations tickets,1,in sample of hard skills
835,workarounds,1,unusual word
836,promptly follow-up,0,not detected as hard skill
837,DevOPS,1,more than one capital letter
838,Self-starter,1,in sample of hard skills
839,"a high-pressure, fast-paced, fast growth environment",1,in sample of hard skills
840,knowledge base entries,1,in sample of hard skills
841,the Support Portal,1,in sample of hard skills
842,SLA,1,more than one capital letter
843,a timely manner,0,not detected as hard skill
844,Strong TCP/IP knowledge,1,more than one capital letter
845,Proxies,0,not detected as hard skill
846,NG Firewalls,1,more than one capital letter
847,SSL/IPSec,1,more than one capital letter
848,VPN,1,more than one capital letter
849,SSO,1,in sample of hard skills
850,Familiarity,0,not detected as hard skill
851,DLP and Encryption gateways,1,more than one capital letter
852,Demonstrable experience,1,unusual word
853,configuration,1,in sample of hard skills
854,UNIX/Linux,1,more than one capital letter
855,Windows­ based systems,1,in sample of hard skills
856,prior Active Directory/LDAP experience,1,in sample of hard skills
857,various scenarios,0,not detected as hard skill
858,tcpdump,1,unusual word
859,protocols,1,in sample of hard skills
860,(TCP/IP,1,more than one capital letter
861,DNS,1,more than one capital letter
862,DHCP,1,more than one capital letter
863,Familiarity,0,not detected as hard skill
864,Strong empathy,0,not detected as hard skill
865,Interpersonal Skills,0,not detected as hard skill
866,Zendesk,1,unusual word
867,other support portal tools,1,in sample of hard skills
868,Bachelors or Masters degree,0,not detected as hard skill
869,billions,0,not detected as hard skill
870,Excellent grasp,0,not detected as hard skill
871,Python,0,not detected as hard skill
872,advanced SQL,1,in sample of hard skills
873,MLOps processes,1,more than one capital letter
874,tooling,1,in sample of hard skills
875,production and debugging complex systems,1,in sample of hard skills
876,their mathematical concepts,0,not detected as hard skill
877,sklearn,1,unusual word
878,SparkML,1,more than one capital letter
879,pandas,0,not detected as hard skill
880,NumPy,1,more than one capital letter
881,similar packages,0,not detected as hard skill
882,deep learning packages,1,in sample of hard skills
883,Tensorflow,1,unusual word
884,PyTorch,1,more than one capital letter
885,Keras,1,unusual word
886,Spark,1,in sample of hard skills
887,Elasticsearch,1,unusual word
888,Kubernetes,1,in sample of hard skills
889,Familiarity,0,not detected as hard skill
890,AWS,1,in sample of hard skills
891,automation technologies,1,in sample of hard skills
892,"e.g., Kubernetes",1,in sample of hard skills
893,Jenkins,1,not in english dictionary
894,GNN,1,more than one capital letter
895,RL,1,more than one capital letter
896,Recommender Systems,1,unusual word
897,NLP techniques,1,more than one capital letter
898,embeddings,1,unusual word
899,attention mechanisms,0,not detected as hard skill
900,Familiarity,0,not detected as hard skill
901,the information/cyber security domain,1,in sample of hard skills
902,the underlying mathematical models,0,not detected as hard skill
903,exploratory data analysis,1,in sample of hard skills
904,algorithms,0,not detected as hard skill
905,synthetic data sets,1,in sample of hard skills
906,statistical and machine learning models,1,in sample of hard skills
907,efficacy,0,not detected as hard skill
908,Analyzes,0,not detected as hard skill
909,debugs,1,unusual word
910,software enhancements,1,in sample of hard skills
911,"local, networked, or Internet-related computer programs",1,unusual word
912,debugging,1,unusual word
913,documentation,1,in sample of hard skills
914,necessary modifications,0,not detected as hard skill
915,reviews product/project deliverables,1,in sample of hard skills
916,the life cycle methodologies,1,in sample of hard skills
917,"i.e., impact assessments",1,in sample of hard skills
918,external & internal specifications,0,not detected as hard skill
919,manuals,0,not detected as hard skill
920,QA test plans,1,more than one capital letter
921,scripts,0,not detected as hard skill
922,the ACI Code,1,more than one capital letter
923,troubleshooting,1,unusual word
924,Bachelor’s degree,1,in sample of hard skills
